organism,complete_buscos,single_copy_buscos,fragmented_buscos,missing_buscos
GCF_000938715.1_LALA0_genomic.fna,748,747,0,10
GCF_003711515.1_Sodal1_genomic.fna,749,747,3,6
GCF_000182895.1_CC3_genomic.fna,703,701,25,30
GCF_000004155.1_SCY4_genomic.fna,725,705,8,25
GCF_019669845.1_AcreTS7_1_genomic.fna,752,749,1,5
GCF_025526975.1_Fimjon1_genomic.fna,669,647,32,57
GCF_000464535.1_EPUS_genomic.fna,719,718,21,18
GCF_000219625.1_MYCGR_v2.0_genomic.fna,753,752,2,3
GCF_028828445.1_ASM2882844v1_genomic.fna,746,745,5,7
GCF_041146345.1_N_Populina_1.0_genomic.fna,753,752,2,3
GCF_000263375.1_Wallemia_sebi_v1.0_genomic.fna,689,688,13,56
GCF_010724455.1_ASM1072445v1_genomic.fna,746,745,3,9
GCF_001661415.1_Canta1_genomic.fna,742,741,0,16
GCF_001417885.1_Kmar_1.0_genomic.fna,730,728,3,25
GCF_000150825.1_ASM15082v1_genomic.fna,610,609,70,78
GCF_001278385.1_MalaPachy_genomic.fna,702,700,15,41
GCF_001204775.2_ASM120477v2_genomic.fna,731,728,10,17
GCF_025528875.1_Mycafr1_genomic.fna,736,683,6,16
GCF_001661405.1_Cybja1_genomic.fna,747,738,4,7
GCF_001548555.1_ASM154855v1_genomic.fna,733,732,4,21
GCF_022702325.1_ASM2270232v1_genomic.fna,750,748,4,4
GCF_000149245.1_CNA3_genomic.fna,704,702,6,48
GCF_013461495.1_Bfra_R1V1_genomic.fna,747,745,4,7
GCF_002079055.1_ASM207905v1_genomic.fna,733,715,1,24
GCF_000961545.1_S_schenckii_v1_genomic.fna,753,751,2,3
GCF_003369625.1_ASM336962v1_genomic.fna,749,741,3,6
GCF_000523435.1_Cochliobolus_carbonum_v1.0_genomic.fna,748,744,2,8
GCF_000708205.1_Mixia_osmundae_v1.0_genomic.fna,661,657,28,69
GCF_000187245.1_Hansenula_2_genomic.fna,720,719,9,29
GCF_000182765.1_ASM18276v2_genomic.fna,724,720,4,30
GCF_000814965.1_MBR_1.0_genomic.fna,746,739,3,9
GCF_024043175.1_ASM2404317v1_genomic.fna,749,747,2,7
GCF_001661255.1_Wican1_genomic.fna,746,735,6,6
GCF_000271745.1_FO_FOSC_3_a_V1_genomic.fna,750,748,2,6
GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna,750,746,3,5
GCF_000182965.3_ASM18296v3_genomic.fna,725,719,4,29
GCF_947241705.1_Smik-IFO1815_genomic.fna,732,716,1,25
GCF_003184525.1_Aspscl1_genomic.fna,745,744,4,9
GCF_003144245.1_Jamsp1_genomic.fna,674,672,18,66
GCF_000003515.1_ASM351v2_genomic.fna,726,725,12,20
GCF_000275845.1_Dichomitus_squalens_v1.0_genomic.fna,723,721,14,21
GCF_000409485.1_GLAREA_genomic.fna,745,744,7,6
GCF_028974065.1_ASM2897406v1_genomic.fna,744,733,4,10
GCF_016758785.1_Suibov1_genomic.fna,723,673,10,25
GCF_028826965.1_ASM2882696v1_genomic.fna,750,746,0,8
GCF_014490615.1_ASM1449061v1_genomic.fna,743,741,3,12
GCF_030913465.1_Colna1_genomic.fna,745,742,4,9
GCF_000277815.2_ASM27781v3_genomic.fna,177,173,31,550
GCF_038363925.1_ASM3836392v1_genomic.fna,714,713,30,14
GCF_009193645.1_Asppsen1_genomic.fna,747,743,2,9
GCF_035658355.1_ASM3565835v1_genomic.fna,722,722,6,30
GCF_000271585.1_Trametes_versicolor_v1.0_genomic.fna,727,725,11,20
GCF_038497905.1_Lipjap1_genomic.fna,724,719,17,17
GCF_000441935.1_MHA_v2_genomic.fna,735,734,7,16
GCF_009771025.1_ASM977102v1_genomic.fna,748,745,4,6
GCF_000150035.1_ASM15003v1_genomic.fna,725,697,8,25
GCF_002865645.1_Melbi2_genomic.fna,750,747,3,5
GCF_000721785.1_Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0_genomic.fna,752,749,3,3
GCF_000026365.1_ASM2636v1_genomic.fna,743,740,1,14
GCF_001646965.1_ASM164696v1_genomic.fna,751,750,4,3
GCF_008065305.1_ASM806530v1_genomic.fna,689,689,21,48
GCF_026229845.1_ASM2622984v1_genomic.fna,748,745,2,8
GCF_012550715.1_ASM1255071v1_genomic.fna,749,746,2,7
GCF_013340325.1_ASM1334032v1_genomic.fna,750,747,2,6
GCF_024628925.1_ASM2462892v1_genomic.fna,727,726,2,29
GCF_000218685.1_v1.0_genomic.fna,730,727,12,16
GCF_030913485.1_Colgo1_genomic.fna,749,746,2,7
GCF_024610255.1_ASM2461025v1_genomic.fna,721,720,4,33
GCF_028827545.1_ASM2882754v1_genomic.fna,737,734,9,12
GCF_000313525.1_ASM31352v1_genomic.fna,719,717,12,27
GCF_022495145.1_Xylbam139988_1_genomic.fna,746,743,1,11
GCF_023522795.1_NDSU_Fsol_1.0_genomic.fna,733,724,11,14
GCF_003025095.1_Triha_v1.0_genomic.fna,749,745,2,7
GCF_038362705.1_ASM3836270v1_genomic.fna,737,736,11,10
GCF_000292725.1_SacArb1.0_genomic.fna,726,712,5,27
GCF_000203795.2_v1.1_genomic.fna,670,658,13,75
GCF_003813185.1_Lenti7_1_genomic.fna,736,727,5,17
GCF_036872675.1_ASM3687267v1_genomic.fna,749,748,1,8
GCF_003942205.1_ASM394220v1_genomic.fna,728,726,2,28
GCF_000187405.1_MetAcr_May2010_genomic.fna,740,734,3,15
GCF_030869225.1_CABS01_genomic.fna,747,744,2,9
GCF_041956635.1_Thela1_genomic.fna,752,750,1,5
GCF_028828765.1_ASM2882876v1_genomic.fna,734,731,11,13
GCF_001890905.1_Aspac1_genomic.fna,747,745,3,8
GCF_900067095.1_F._proliferatum_ET1_version_1_genomic.fna,751,746,3,4
GCF_042370955.1_Acral2_genomic.fna,741,739,5,12
GCF_000512585.2_ASM51258v3_genomic.fna,713,713,9,36
GCF_025118155.1_Cokrec1_genomic.fna,733,661,4,21
GCF_000303195.2_FP7_genomic.fna,747,745,1,10
GCF_000150705.2_Paracocci_br_Pb01_V2_genomic.fna,745,744,5,8
GCF_028829455.1_ASM2882945v1_genomic.fna,747,743,1,10
GCF_001661265.1_Saico1_genomic.fna,740,724,9,9
GCF_000003855.2_BD_SLH14081_V1_genomic.fna,746,744,4,8
GCF_026873545.1_ASM2687354v1_genomic.fna,745,741,3,10
GCF_021901695.1_Pst134E36_v1_pri_genomic.fna,675,609,19,64
GCF_000149985.1_ASM14998v1_genomic.fna,746,743,6,6
GCF_020726555.1_Boeex1_genomic.fna,754,752,1,3
GCF_024521655.1_Durrog2_genomic.fna,749,746,1,8
GCF_041956645.1_Rasby1_genomic.fna,741,737,7,10
GCF_000142805.1_ASM14280v1_genomic.fna,745,743,2,11
GCF_038497935.1_Diptot1_genomic.fna,728,723,15,15
GCF_008694065.1_Dalch_JS-1345_genomic.fna,742,737,4,12
GCF_026319265.1_ASM2631926v1_genomic.fna,748,746,4,6
GCF_000192795.1_Vavr_culi_floridensis_V1_genomic.fna,146,145,36,576
GCF_000149035.1_C_graminicola_M1_001_V1_genomic.fna,749,746,1,8
GCF_038363985.1_ASM3836398v1_genomic.fna,730,730,15,13
GCF_023758025.1_ASM2375802v1_genomic.fna,747,746,4,7
GCF_023601865.1_ASM2360186v2_genomic.fna,747,744,2,9
GCF_036370985.1_Kaz3_genomic.fna,711,702,4,43
GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic.fna,712,709,15,31
GCF_000182805.3_ASM18280v2_genomic.fna,743,742,8,7
GCF_000507465.2_ASM50746v4_genomic.fna,718,717,9,31
GCF_010093815.1_Psehy1_genomic.fna,746,740,2,10
GCF_000003835.1_ASM383v1_genomic.fna,697,696,23,38
GCF_009176365.1_Aspalli1_genomic.fna,750,748,0,8
GCF_000585565.1_Capr_epim_CBS_606_96_V1_genomic.fna,748,746,5,5
GCF_001907595.1_ASM190759v1_genomic.fna,745,741,3,10
GCF_011075155.1_ASM1107515v1_genomic.fna,746,736,1,11
GCF_003184835.1_Aspcos1_genomic.fna,749,746,2,7
GCF_001298625.1_SEUB3.0_genomic.fna,733,714,1,24
GCF_033870435.1_ASM3387043v1_genomic.fna,752,751,2,4
GCF_000439145.1_ASM43914v3_genomic.fna,718,698,11,29
GCF_000298775.1_ASM29877v1_genomic.fna,751,749,3,4
GCF_001189475.1_ASM118947v1_genomic.fna,719,717,4,35
GCF_014117465.1_ASM1411746v1_genomic.fna,746,743,3,9
GCF_023168085.1_PurlilCBS_1.0_genomic.fna,740,732,6,12
GCF_002251995.1_ASM225199v2_genomic.fna,696,689,8,54
GCF_000328475.2_Umaydis521_2.0_genomic.fna,743,741,2,13
GCF_037102585.1_ASM3710258v1_genomic.fna,709,699,6,43
GCF_000150505.1_SO6_genomic.fna,727,705,5,26
GCF_903064755.1_KABA2_genomic.fna,727,712,2,29
GCF_024613125.1_Pisori2_genomic.fna,717,624,8,33
GCF_041956525.1_Rhipu1_genomic.fna,734,693,5,19
GCF_000166005.1_PyrTer_1.0_genomic.fna,751,747,2,5
GCF_001653265.1_ASM165326v1_genomic.fna,741,737,6,11
GCF_001792695.1_ASM179269v1_genomic.fna,741,735,6,11
GCF_044049435.1_Asppdef1_genomic.fna,741,739,7,10
GCF_000149335.2_ASM14933v2_genomic.fna,751,750,1,6
GCF_001653235.2_ASM165323v2_genomic.fna,743,736,5,10
GCF_001831195.1_CORC01_genomic.fna,746,744,4,8
GCF_025602895.1_Polagg1_1_genomic.fna,624,280,47,87
GCF_024610275.1_ASM2461027v1_genomic.fna,725,723,2,31
GCF_038497645.1_Lipchi1_genomic.fna,721,714,19,18
GCF_003144135.1_Rhodsp1_genomic.fna,679,678,17,62
GCF_000213175.1_v2.0_genomic.fna,750,748,2,6
GCF_020744495.1_Fusso1_genomic.fna,746,735,2,10
GCF_028829765.1_ASM2882976v1_genomic.fna,730,726,18,10
GCF_019321695.1_ASM1932169v1_genomic.fna,748,744,3,7
GCF_010094085.1_Wesor1_genomic.fna,751,748,3,4
GCF_045282275.1_CBM3_genomic.fna,721,708,3,34
GCF_000002855.4_ASM285v2_genomic.fna,725,722,7,26
GCF_034447905.1_ASM3444790v1_genomic.fna,748,743,1,9
GCF_042764415.1_Remth1_genomic.fna,749,748,1,8
GCF_018340605.1_Asppvi_assembly01_genomic.fna,748,747,0,10
GCF_022830035.1_ASM2283003v1_genomic.fna,748,746,3,7
GCF_000338955.1_Bauco1_genomic.fna,750,749,2,6
GCF_001896365.1_ASM189636v1_genomic.fna,751,747,0,7
GCF_015533775.1_ASM1553377v1_genomic.fna,748,746,3,7
GCF_001632365.1_Laesu1_genomic.fna,726,715,9,23
GCF_008629635.2_ASM862963v2_genomic.fna,725,724,4,29
GCF_001641265.1_ASM164126v1_genomic.fna,743,737,3,12
GCF_027921745.1_ASM2792174v1_genomic.fna,723,698,9,26
GCF_014066305.1_Lecol_v1.0_genomic.fna,739,709,3,16
GCF_010111755.1_ASM1011175v1_genomic.fna,725,712,2,31
GCF_007821495.1_CFIA_Lhya_EG2017_genomic.fna,741,739,6,11
GCF_001664035.1_Metbi1_genomic.fna,708,707,9,41
GCF_002237265.1_ASM223726v2_genomic.fna,741,738,8,9
GCF_041956625.1_Talth1_genomic.fna,747,745,1,10
GCF_003019875.1_Amore1_genomic.fna,747,746,4,7
GCF_036884685.1_Schxyl1_genomic.fna,738,736,1,19
GCF_021653875.1_ASM2165387v1_genomic.fna,135,135,41,582
GCF_003025105.1_Trias_v._1.0_genomic.fna,753,752,0,5
GCF_002846915.1_Aspergillus_ochraceoroseus_IBT_24754_v1.1_genomic.fna,745,743,3,10
GCF_000747765.1_ASM74776v1_genomic.fna,738,735,6,14
GCF_019207475.1_ASM1920747v1_genomic.fna,726,725,7,25
GCF_003316985.1_ASM331698v1_genomic.fna,751,747,0,7
GCF_004154835.1_ASM415483v1_genomic.fna,752,750,3,3
GCF_000209165.1_ASM20916v1_genomic.fna,732,729,1,25
GCF_000149615.1_ASM14961v1_genomic.fna,740,738,7,11
GCF_000243375.1_ASM24337v1_genomic.fna,747,745,0,11
GCF_028828085.1_ASM2882808v1_genomic.fna,742,741,5,11
GCF_033473495.1_ASM3347349v1_genomic.fna,755,753,1,2
GCF_000582985.1_CFIO01_genomic.fna,751,749,0,7
GCF_000835495.1_Clad_immu_CBS83496_V1_genomic.fna,753,750,1,4
GCF_001642055.1_Altal1_genomic.fna,751,749,1,6
GCF_016906535.1_ASM1690653v1_genomic.fna,678,669,22,58
GCF_010015735.1_Aaoar1_genomic.fna,754,751,0,4
GCF_003344945.1_Aspwel1_genomic.fna,744,742,2,12
GCF_035927105.1_ASM3592710v1_genomic.fna,753,752,1,4
GCF_038021145.1_Pcitr2_genomic.fna,755,747,0,3
GCF_000320785.1_RHOziaDV1.0_genomic.fna,654,651,30,74
GCF_014898465.1_ASM1489846v1_genomic.fna,749,747,3,6
GCF_022836535.1_Cspa_1.0_genomic.fna,709,706,17,32
GCF_001638985.1_Phybl2_genomic.fna,734,669,7,17
GCF_000204055.1_v1.0_genomic.fna,664,648,23,71
GCF_000392275.1_UCRPA7V03_genomic.fna,746,743,3,9
GCF_000185945.1_ASM18594v1_genomic.fna,718,717,10,30
GCF_000143565.1_V1.0_genomic.fna,728,718,9,21
GCF_003184535.1_Aspeuc1_genomic.fna,748,745,3,7
GCF_033296635.1_Chafun1_v1.0_genomic.fna,745,742,2,11
GCF_018924745.1_UU_Maror_2_genomic.fna,736,730,6,16
GCF_000227115.2_ASM22711v2_genomic.fna,730,711,2,26
GCF_024244095.1_nhom_JUm1504_genomic.fna,136,136,44,578
GCF_014898295.1_ASM1489829v1_genomic.fna,748,747,7,3
GCF_003327735.1_ASM332773v1_genomic.fna,705,228,12,41
GCF_001883845.1_ASM188384v1_genomic.fna,750,748,4,4
GCF_028829755.1_ASM2882975v1_genomic.fna,746,742,4,8
GCF_020744475.1_Fusre1_genomic.fna,747,743,1,10
GCF_001889945.1_Aspbr1_genomic.fna,750,747,1,7
GCF_000315875.1_ASM31587v1_genomic.fna,731,730,2,25
GCF_900519145.1_Uho2_v1_genomic.fna,738,734,4,16
GCF_000585535.1_Clad_psam_CBS_110553_V1_genomic.fna,753,752,2,3
GCF_001642045.1_Parsp1_genomic.fna,749,747,3,6
GCF_016861625.1_AkawachiiIFO4308_assembly01_genomic.fna,750,748,1,7
GCF_000151125.1_ASM15112v2_genomic.fna,745,741,2,11
GCF_006535985.1_ASM653598v1_genomic.fna,600,595,59,99
GCF_042370625.1_Mychet1_genomic.fna,747,746,5,6
GCF_020726465.1_Chagl1_genomic.fna,741,736,4,13
GCF_021436955.1_ASM2143695v3_genomic.fna,750,747,3,5
GCF_000230375.1_ASM23037v1_genomic.fna,739,737,7,12
GCF_001890805.1_Aspgl1_genomic.fna,747,743,3,8
GCF_030384665.1_ASM3038466v1_genomic.fna,706,705,8,44
GCF_011074865.1_ASM1107486v2_genomic.fna,711,709,9,38
GCF_003184695.1_Aspbru1_genomic.fna,744,742,6,8
GCF_000006335.3_ASM633v3_genomic.fna,720,712,5,33
GCF_024043165.1_ASM2404316v1_genomic.fna,749,748,3,6
GCF_028826855.1_ASM2882685v1_genomic.fna,737,734,8,13
GCF_900044065.1_Genome_assembly_version_1_genomic.fna,746,743,3,9
GCF_000171015.1_TRIAT_v2.0_genomic.fna,752,749,1,5
GCF_029532465.1_Liptet1_genomic.fna,724,717,19,15
GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.fna,670,669,18,70
GCF_028827665.1_ASM2882766v1_genomic.fna,751,748,1,6
GCF_000417875.1_Pflocc_1.0_genomic.fna,727,724,6,25
GCF_013402915.1_ASM1340291v1_genomic.fna,740,738,1,17
GCF_001890105.1_Aspzo1_genomic.fna,741,739,8,9
GCF_025201355.1_Halrad1_genomic.fna,735,691,5,18
GCF_000512605.2_ASM51260v3_genomic.fna,715,715,8,35
GCF_000226095.1_ASM22609v1_genomic.fna,744,743,5,9
GCF_020647865.1_ASM2064786v1_genomic.fna,749,748,3,6
GCF_016758775.1_Suicli1_genomic.fna,727,712,9,22
GCF_003184545.1_Asphet1_genomic.fna,745,744,3,10
GCF_038497685.1_Lipsuo1_genomic.fna,721,717,18,19
GCF_011947395.1_ASM1194739v2_genomic.fna,752,750,2,4
GCF_028827895.1_ASM2882789v1_genomic.fna,749,744,4,5
GCF_000250985.1_Nema_parisii_ERTm1_V3_genomic.fna,150,150,37,571
GCF_001636725.1_ISF_1.0_genomic.fna,748,746,2,8
GCF_000002715.2_ASM271v1_genomic.fna,749,748,0,9
GCF_000011425.1_ASM1142v1_genomic.fna,742,741,6,10
GCF_010015815.1_Dotsy1_genomic.fna,747,745,1,10
GCF_014898535.1_ASM1489853v1_genomic.fna,752,751,2,4
GCF_003184595.1_Asplac1_genomic.fna,746,744,1,11
GCF_001481775.2_TGAM01v2_genomic.fna,748,744,4,6
GCF_020744385.1_Fuseq1_genomic.fna,749,743,0,9
GCF_000146915.1_ASM14691v2_genomic.fna,740,737,7,11
GCF_000348985.1_ASM34898v1_genomic.fna,721,707,3,34
GCF_020647795.1_ASM2064779v1_genomic.fna,731,729,16,11
GCF_003184865.1_Asphom1_genomic.fna,748,746,3,7
GCF_000187425.2_MAA_2.0_genomic.fna,741,733,7,10
GCF_014595645.1_ASM1459564v1_genomic.fna,731,726,12,15
GCF_003444635.1_ASM344463v2_genomic.fna,746,732,4,8
GCF_000001985.1_JCVI-PMFA1-2.0_genomic.fna,749,746,0,9
GCF_028827035.1_ASM2882703v1_genomic.fna,736,733,9,13
GCF_001662655.1_ASM166265v1_genomic.fna,748,747,2,8
GCF_000803265.1_ASM80326v1_genomic.fna,166,164,24,568
GCF_000687475.1_ASM68747v2_genomic.fna,741,738,8,9
GCF_000002655.1_ASM265v1_genomic.fna,749,748,4,5
GCF_022497035.1_Dalver1_genomic.fna,753,752,1,4
GCF_023343755.2_ASM2334375v2_genomic.fna,720,719,3,35
GCF_001500285.1_Phisc1_genomic.fna,747,743,1,10
GCF_028828155.1_ASM2882815v1_genomic.fna,739,734,9,10
GCF_000003125.1_JCVI-TSTA1-3.0_genomic.fna,750,745,1,7
GCF_020906515.1_ASM2090651v1_genomic.fna,717,715,8,33
GCF_000231115.1_Vitt_corn_V1_genomic.fna,120,116,37,601
GCF_002847465.1_Aspnov1_genomic.fna,728,727,16,14
GCF_017499595.1_MGC_Penvy_1_genomic.fna,734,728,9,15
GCF_038497795.1_Liparx1_genomic.fna,726,724,16,16
GCF_020736505.1_Altro1_genomic.fna,749,739,2,7
GCF_000315915.1_ASM31591v1_genomic.fna,712,701,5,41
GCF_000143365.1_ASM14336v1_genomic.fna,695,694,20,43
GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.fna,741,739,4,13
GCF_000835515.1_Exop_olig_CBS72588_V1_genomic.fna,747,746,6,5
GCF_001642395.1_ASM164239v1_genomic.fna,161,157,28,569
GCF_039105145.1_ASM3910514v1_genomic.fna,716,716,6,36
GCF_003357145.1_ASM335714v1_genomic.fna,753,746,0,5
GCF_000497045.1_PSEUBRA1_genomic.fna,740,738,5,13
GCF_001625195.1_ASM162519v1_genomic.fna,744,741,8,6
GCF_010093625.1_Macan1_genomic.fna,753,751,1,4
GCF_000002495.2_MG8_genomic.fna,745,743,6,7
GCF_000349305.1_ASM34930v2_genomic.fna,691,689,18,49
GCF_041956765.1_Thecr1_genomic.fna,747,745,1,10
GCA_000316135.1_ASM31613v1_genomic.fna,123,122,44,591
GCA_014904855.1_Thega1_genomic.fna,737,730,7,14
GCA_001700775.1_ASM170077v1_genomic.fna,752,751,2,4
GCA_000978015.2_Sc_YJM1460_v1_genomic.fna,728,711,1,29
GCA_027578695.1_UCR_CoemRSA1365_1.0_genomic.fna,573,566,30,155
GCA_022496965.1_Annnit1_genomic.fna,751,749,1,6
GCA_014132375.1_Scer_NYR20_01_genomic.fna,730,714,2,26
GCA_020503735.1_ASM2050373v1_genomic.fna,747,746,6,5
GCA_022495125.1_Xylacu1_genomic.fna,740,738,1,17
GCA_036289345.1_UCR_BdCLFT067_1.0_genomic.fna,679,665,13,66
GCA_023138675.1_ASM2313867v1_genomic.fna,746,744,3,9
GCA_963692855.1_Mycena_citricolor_isolate010_v1_genomic.fna,731,255,6,21
GCA_009982855.1_Lizem1_genomic.fna,745,742,8,5
GCA_027627305.1_Fusarium_decemcellulare_reassembly_enz_genomic.fna,490,474,72,196
GCA_022605405.1_Earsca1_genomic.fna,735,728,5,18
GCA_043234805.1_ASM4323480v1_genomic.fna,749,748,3,6
GCA_041438215.1_C.albicans_101_alt1.0_genomic.fna,721,715,6,31
GCA_024760975.1_ASM2476097v1_genomic.fna,748,747,5,5
GCA_027579075.1_UCR_CoemBCRC34962_1.0_genomic.fna,693,685,15,50
GCA_014764975.2_SF-1-001_genomic.fna,739,729,9,10
GCA_020499815.1_ASM2049981v1_genomic.fna,750,749,4,4
GCA_020572075.1_ASM2057207v1_genomic.fna,747,745,6,5
GCA_030867305.1_Colzo1_genomic.fna,745,743,3,10
GCA_903819495.1_AWRI4232_genomic.fna,750,749,1,7
GCA_016097925.1_UCR_MhortAD009_1.0_genomic.fna,690,643,22,46
GCA_025201765.1_DaFL1419_1_genomic.fna,752,751,1,5
GCA_018257855.2_ASM1825785v2_genomic.fna,742,739,1,15
GCA_030674015.1_UCR_IMV1140_1.1_genomic.fna,748,745,2,8
GCA_001278595.1_ASM127859v1_genomic.fna,750,745,2,6
GCA_025331445.1_Blatri1_genomic.fna,715,655,7,36
GCA_033807595.1_ASM3380759v1_genomic.fna,755,753,1,2
GCA_022578615.1_HyprubER1909_1_genomic.fna,752,751,2,4
GCA_030553275.1_ASM3055327v1_genomic.fna,737,58,11,10
GCA_040142865.1_UCR_Afum_47-4_1.0_genomic.fna,744,743,5,9
GCA_025328345.1_ASM2532834v1_genomic.fna,740,736,7,11
GCA_033439705.1_Cersc1_genomic.fna,743,741,3,12
GCA_022593225.1_XyFL0064_1_genomic.fna,740,736,2,16
GCA_020498735.1_ASM2049873v1_genomic.fna,744,743,8,6
GCA_019632285.1_Tulasn332_1.0_genomic.fna,716,712,15,27
GCA_035932115.1_ASM3593211v1_genomic.fna,752,750,5,1
GCA_038087015.1_ICO_HGAP4_genomic.fna,756,300,1,1
GCA_020503195.1_ASM2050319v1_genomic.fna,745,744,7,6
GCA_044048685.1_Aspamy1_genomic.fna,749,748,4,5
GCA_026025825.1_ASM2602582v1_genomic.fna,748,744,1,9
GCA_911175025.1_Pnal_DTO334-B7_genomic.fna,746,741,1,11
GCA_000150055.1_ASM15005v1_genomic.fna,742,741,6,10
GCA_011764025.1_ASM1176402v1_genomic.fna,710,539,16,32
GCA_000952835.1_ASM95283v1_genomic.fna,750,746,4,4
GCA_022544805.1_ASM2254480v1_genomic.fna,750,747,2,6
GCA_900537225.1_YALIH222_genomic.fna,744,743,3,11
GCA_949124805.1_BDC_1c.nuclear_genome.ScRAP_genomic.fna,733,715,1,24
GCA_020578315.1_ASM2057831v1_genomic.fna,746,744,7,5
GCA_002240705.1_PX439_genomic.fna,713,704,5,40
GCA_000597685.1_Rir_genomic.fna,647,622,29,82
GCA_027577435.1_UCR_CoemRSA521_1.0_genomic.fna,512,499,88,158
GCA_004918415.1_ASM491841v1_genomic.fna,680,679,13,65
GCA_000968835.1_ASM96883v1_genomic.fna,738,736,4,16
GCA_027578115.1_UCR_CoemRSA2530_1.0_genomic.fna,563,557,73,122
GCA_025603285.1_Piptie1_genomic.fna,561,557,49,148
GCA_027946515.1_ASM2794651v1_genomic.fna,665,664,4,89
GCA_030035915.1_CFF_collapsed.nuclear_genome_genomic.fna,719,703,10,29
GCA_004217705.1_ASM421770v1_genomic.fna,719,718,4,35
GCA_027578495.1_UCR_CoemRSA2610_1.0_genomic.fna,514,502,106,138
GCA_020450215.1_ASM2045021v1_genomic.fna,724,711,3,31
GCA_020746995.1_Plecuc1_genomic.fna,739,736,6,13
GCA_022830745.1_ASM2283074v1_genomic.fna,747,745,4,7
GCA_001658105.1_Rhivi1_genomic.fna,723,711,8,27
GCA_004918445.1_ASM491844v1_genomic.fna,679,678,13,66
GCA_018856295.1_ASM1885629v1_genomic.fna,725,719,11,22
GCA_949124515.1_BAI_1a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_025605225.1_LMA-1146_V2_genomic.fna,748,690,2,8
GCA_949126085.1_CNT_collapsed.nuclear_genome.ScRAP_genomic.fna,726,708,3,29
GCA_030035835.1_ADM_collapsed.nuclear_genome_genomic.fna,707,692,15,36
GCA_027575525.1_UCR_CoemRSA1752_1.0_genomic.fna,553,539,78,127
GCA_033819875.1_DUKE_Acar_1.0_genomic.fna,696,696,15,47
GCA_027577155.1_UCR_CoemS2_1.0_genomic.fna,456,416,133,169
GCA_002938385.1_ASM293838v1_genomic.fna,710,703,20,28
GCA_013201795.1_ASM1320179v1_genomic.fna,746,744,3,9
GCA_000938895.1_PP.v1_genomic.fna,729,652,8,21
GCA_027578195.1_UCR_CoemRSA2522_1.0_genomic.fna,370,361,126,262
GCA_023138645.1_ASM2313864v1_genomic.fna,747,744,4,7
GCA_044089335.1_Aspkev1_genomic.fna,749,746,1,8
GCA_043229245.1_ASM4322924v1_genomic.fna,750,747,3,5
GCA_022788415.1_ASM2278841v1_genomic.fna,750,747,2,6
GCA_020571265.1_ASM2057126v1_genomic.fna,747,745,6,5
GCA_015679595.1_UCR_MvertAD079_1.0_genomic.fna,707,654,18,33
GCA_026023565.1_ASM2602356v1_genomic.fna,748,725,1,9
GCA_000218725.1_v1.0_genomic.fna,732,729,11,15
GCA_002215775.1_Cryp_neof_AD2_60a_V1_genomic.fna,703,701,7,48
GCA_000836335.2_ASM83633v2_genomic.fna,714,712,9,35
GCA_030553185.1_ASM3055318v1_genomic.fna,751,749,3,4
GCA_021525025.1_Lachen1_genomic.fna,698,610,12,48
GCA_028828275.1_ASM2882827v1_genomic.fna,736,733,12,10
GCA_047301825.1_ASM4730182v1_genomic.fna,741,740,8,9
GCA_004154845.1_ASM415484v1_genomic.fna,751,749,3,4
GCA_026025795.1_ASM2602579v1_genomic.fna,730,729,6,22
GCA_000003515.2_ASM351v2_genomic.fna,726,725,12,20
GCA_041121435.1_ASM4112143v1_genomic.fna,722,709,4,32
GCA_025449115.1_Chylag1_genomic.fna,496,471,79,183
GCA_020574295.1_ASM2057429v1_genomic.fna,747,745,6,5
GCA_019924315.1_ASM1992431v1_genomic.fna,575,318,122,61
GCA_024243815.1_naus_LUAm28_genomic.fna,154,138,30,574
GCA_000981605.1_Pcon_v1_genomic.fna,729,720,10,19
GCA_036872735.1_ASM3687273v1_genomic.fna,740,739,7,11
GCA_002120335.1_HypEC38_v3.0_genomic.fna,746,745,3,9
GCA_020502615.1_ASM2050261v1_genomic.fna,747,746,6,5
GCA_964197705.1_Pfluo_KMR99_genomic.fna,750,748,0,8
GCA_903819465.1_AWRI4230_genomic.fna,750,748,1,7
GCA_020503825.1_ASM2050382v1_genomic.fna,746,745,5,7
GCA_029542905.1_ASM2954290v1_genomic.fna,716,714,5,37
GCA_019627685.1_Serend399_1.0_genomic.fna,545,482,97,116
GCA_016584175.1_ASM1658417v1_genomic.fna,720,705,2,36
GCA_015025155.1_Lacqui1_genomic.fna,724,619,7,27
GCA_030867255.1_Colso1_genomic.fna,749,745,2,7
GCA_900169345.1_Lasallia_pustulata_v1_genomic.fna,715,700,27,16
GCA_963923935.1_CBS119000_annotated_assembly_updated_genomic.fna,750,748,1,7
GCA_010015705.1_Aulhe2_genomic.fna,744,743,3,11
GCA_029281465.1_Mycepi1_genomic.fna,735,704,5,18
GCA_004346965.1_ASM434696v1_genomic.fna,745,743,6,7
