Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_029542825.1	ASM2954282v1	Malassezia sp. CBS 17886	3031751			CBS 17886					Annotation submitted by Duke University	Complete Genome	2023-04-03		9
GCA_010111755.1	ASM1011175v1	Nakaseomyces glabratus	5478			ATCC 2001					Annotation submitted by Johns Hopkins Medical Institution	Chromosome	2020-02-03		13
GCF_010111755.1	ASM1011175v1	Nakaseomyces glabratus	5478			ATCC 2001					Annotation submitted by Johns Hopkins Medical Institution	Chromosome	2020-02-03		13
GCA_000006445.2	ASM644v2	Debaryomyces hansenii CBS767	284592			CBS767					Annotation submitted by Genolevures Consortium	Chromosome	2008-09-16		7
GCF_000006445.2	ASM644v2	Debaryomyces hansenii CBS767	284592			CBS767					Annotation submitted by Genolevures Consortium	Chromosome	2008-09-16		7
GCA_000237345.1	ASM23734v1	Naumovozyma castellii	27288			type strain:CBS 4309					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	Chromosome	2011-08-01		10
GCF_000237345.1	ASM23734v1	Naumovozyma castellii	27288			type strain:CBS 4309					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	Chromosome	2011-08-01		10
GCA_000026365.1	ASM2636v1	Zygosaccharomyces rouxii	4956			CBS 732					Annotation submitted by Genolevures Consortium	Chromosome	2009-06-05		7
GCF_000026365.1	ASM2636v1	Zygosaccharomyces rouxii	4956			CBS 732					Annotation submitted by Genolevures Consortium	Chromosome	2009-06-05		7
GCA_002079055.1	ASM207905v1	Saccharomyces paradoxus	27291			CBS432					Annotation submitted by SC	Chromosome	2017-03-21		16
GCF_002079055.1	ASM207905v1	Saccharomyces paradoxus	27291			CBS432					Annotation submitted by SC	Chromosome	2017-03-21		16
GCA_000243375.1	ASM24337v1	Torulaspora delbrueckii	4950			type strain:CBS 1146					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2011-12-08		8
GCF_000243375.1	ASM24337v1	Torulaspora delbrueckii	4950			type strain:CBS 1146					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2011-12-08		8
GCA_000142805.1	ASM14280v1	Lachancea thermotolerans CBS 6340	559295			CBS 6340					Annotation submitted by Génolevures Consortium	Chromosome	2009-06-05		8
GCF_000142805.1	ASM14280v1	Lachancea thermotolerans CBS 6340	559295			CBS 6340					Annotation submitted by Génolevures Consortium	Chromosome	2009-06-05		8
GCA_002954075.1	C. deuterogattii_R265_chr	Cryptococcus deuterogattii R265	294750						R265		Annotation submitted by Jawaharlal Nehru Centre for Advanced Scientific Research	Chromosome	2018-02-27		14
GCF_002954075.1	C. deuterogattii_R265_chr	Cryptococcus deuterogattii R265	294750						R265		Annotation submitted by Jawaharlal Nehru Centre for Advanced Scientific Research	Chromosome	2018-02-27		14
GCA_000304475.1	Ka_CBS2517	Kazachstania africana CBS 2517	1071382			type strain:CBS 2517					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-01-17		12
GCF_000304475.1	Ka_CBS2517	Kazachstania africana CBS 2517	1071382			type strain:CBS 2517					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-01-17		12
GCA_005498985.1	PGRAM_IIB_1.0	Sporisorium graminicola	280036			CBS 10092					Annotation submitted by University of Liverpool, Institute of Integrative Biology	Chromosome	2019-06-06	SRRM01	22
GCF_005498985.1	PGRAM_IIB_1.0	Sporisorium graminicola	280036			CBS 10092					Annotation submitted by University of Liverpool, Institute of Integrative Biology	Chromosome	2019-06-06	SRRM01	22
GCA_000315915.1	ASM31591v1	Henningerozyma blattae CBS 6284	1071380			type strain:CBS 6284					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-05-11		10
GCF_000315915.1	ASM31591v1	Henningerozyma blattae CBS 6284	1071380			type strain:CBS 6284					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-05-11		10
GCA_000348985.1	ASM34898v1	Huiozyma naganishii CBS 8797	1071383			type strain:CBS 8797					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-09-05		13
GCF_000348985.1	ASM34898v1	Huiozyma naganishii CBS 8797	1071383			type strain:CBS 8797					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-09-05		13
GCA_000227115.2	ASM22711v2	Naumovozyma dairenensis CBS 421	1071378			type strain:CBS 421					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-08-20		11
GCF_000227115.2	ASM22711v2	Naumovozyma dairenensis CBS 421	1071378			type strain:CBS 421					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2012-08-20		11
GCA_000002945.3	ASM294v3	Schizosaccharomyces pombe	4896			972h-					Annotation submitted by S. pombe European Sequencing Consortium (EUPOM)	Chromosome	2007-11-09		3
GCF_000002945.2	ASM294v3	Schizosaccharomyces pombe	4896			972h-					Annotation submitted by PomBase	Chromosome	2019-07-23		3
GCA_000182965.3	ASM18296v3	Candida albicans SC5314	237561			SC5314					CGD A22-s07-m01-r01	Chromosome	2016-10-12		8
GCF_000182965.3	ASM18296v3	Candida albicans SC5314	237561			SC5314					CGD A22-s07-m01-r01	Chromosome	2016-10-12		8
GCA_000091045.1	ASM9104v1	Cryptococcus neoformans var. neoformans JEC21	214684			JEC21					Annotation submitted by TIGR	Chromosome	2005-01-07		14
GCF_000091045.1	ASM9104v1	Cryptococcus neoformans var. neoformans JEC21	214684			JEC21					Annotation submitted by TIGR	Chromosome	2005-01-07		14
GCA_000011425.1	ASM1142v1	Aspergillus nidulans FGSC A4	227321			FGSC A4					Annotation submitted by Eurofungbase (Eurofung)	Chromosome	2009-09-24		8
GCF_000011425.1	ASM1142v1	Aspergillus nidulans FGSC A4	227321			FGSC A4					Annotation submitted by Eurofungbase (Eurofung)	Chromosome	2009-09-24		8
GCA_014117465.1	ASM1411746v1	Aspergillus flavus NRRL3357	332952			NRRL3357					Annotation submitted by University of Georgia	Chromosome	2020-08-09		8
GCF_014117465.1	ASM1411746v1	Aspergillus flavus NRRL3357	332952			NRRL3357					Annotation submitted by University of Georgia	Chromosome	2020-08-09		8
GCA_000027005.1	ASM2700v1	Komagataella phaffii GS115	644223			GS115					Annotation submitted by Unit for Molecular Glycobiology, Department for Molecular Biomedical Research, VIB, UGent, Belgium	Chromosome	2009-05-25		4
GCF_000027005.1	ASM2700v1	Komagataella phaffii GS115	644223			GS115					Annotation submitted by Unit for Molecular Glycobiology, Department for Molecular Biomedical Research, VIB, UGent, Belgium	Chromosome	2009-05-25		4
GCA_011022315.1	ASM1102231v1	Saccharomyces pastorianus	27292			CBS 1483					Annotation submitted by Delft University of Technology	Chromosome	2020-02-26		31
GCA_900079805.1	Fusarium_fujikuroi_IMI58289_V2	Fusarium fujikuroi IMI 58289	1279085			IMI 58289					Annotation submitted by HMGU-IBIS	Chromosome	2013-08-20		12
GCF_900079805.1	Fusarium_fujikuroi_IMI58289_V2	Fusarium fujikuroi IMI 58289	1279085			IMI 58289					Annotation submitted by HMGU-IBIS	Chromosome	2013-08-20		12
GCA_026210795.1	ASM2621079v1	Rhizophagus irregularis	588596						DAOM-197198		Annotation submitted by Royal Botanic Gardens Kew	Chromosome	2022-11-16		32
GCF_026210795.1	ASM2621079v1	Rhizophagus irregularis	588596						DAOM-197198		Annotation submitted by Royal Botanic Gardens Kew	Chromosome	2022-11-16		32
GCA_000185945.1	ASM18594v1	Cryptococcus gattii WM276	367775			WM276					Annotation submitted by Canada's Michael Smith Genome Sciences Centre	Chromosome	2011-01-12		14
GCF_000185945.1	ASM18594v1	Cryptococcus gattii WM276	367775			WM276					Annotation submitted by Canada's Michael Smith Genome Sciences Centre	Chromosome	2011-01-12		14
GCA_000315875.1	ASM31587v1	Candida orthopsilosis Co 90-125	1136231			Co 90-125					Annotation submitted by Trinity College Dublin	Chromosome	2012-03-14		8
GCF_000315875.1	ASM31587v1	Candida orthopsilosis Co 90-125	1136231			Co 90-125					Annotation submitted by Trinity College Dublin	Chromosome	2012-03-14		8
GCA_000091225.2	ASM9122v2	Encephalitozoon cuniculi GB-M1	284813						GB-M1		Annotation submitted by Genoscope	Chromosome	2017-03-09		11
GCF_000091225.2	ASM9122v2	Encephalitozoon cuniculi GB-M1	284813						GB-M1		Annotation submitted by Genoscope	Chromosome	2017-03-09		11
GCA_002287475.2	ASM228747v2	Pyrrhoderma noxium	2282107			FFPRI411160					Annotation submitted by Academia Sinica	Chromosome	2019-07-11	NBII01	12
GCA_019677325.2	ASM1967732v2	Pleurotus cornucopiae	5321						CCMSSC00406		Annotation submitted by Institute of Agricultural Resources and Regional Planning	Chromosome	2021-08-25	WQMT02	11
GCA_900162835.1	version 2	Sporisorium reilianum f. sp. reilianum	72559			SRS1_H2-8					Annotation submitted by Technische Universitat Munchen - WZW	Chromosome	2018-02-08		23
GCA_000146465.1	ASM14646v1	Encephalitozoon intestinalis ATCC 50506	876142			ATCC 50506					Annotation submitted by Keeling lab, University of British Columbia	Chromosome	2010-08-16		11
GCF_000146465.1	ASM14646v1	Encephalitozoon intestinalis ATCC 50506	876142			ATCC 50506					Annotation submitted by Keeling lab, University of British Columbia	Chromosome	2010-08-16		11
GCA_900106115.1	CBS 141442 assembly	Sungouiella intermedia	45354			CBS 141442					Annotation submitted by CHALMERS UNIVERSITY OF TECHNOLOGY	Chromosome	2016-11-25		7
GCA_000235365.1	ASM23536v1	Eremothecium cymbalariae DBVPG#7215	931890			DBVPG#7215					Annotation submitted by Carlsberg Laboratory	Chromosome	2011-11-14		8
GCF_000235365.1	ASM23536v1	Eremothecium cymbalariae DBVPG#7215	931890			DBVPG#7215					Annotation submitted by Carlsberg Laboratory	Chromosome	2011-11-14		8
GCA_017357885.1	ASM1735788v1	Monilinia vaccinii-corymbosi	61207			RL-1					Annotation submitted by North Carolina State University	Chromosome	2021-03-16		9
GCA_964035595.1	gfSpoDele1	Somion occarium	3059160								Annotation submitted by Earlham Institute	Chromosome	2024-05-02		11
GCA_036428645.1	ASM3642864v1	Kwoniella sp. DSM 27419	2770024			DSM 27419					Annotation submitted by Broad Institute	Chromosome	2024-02-07		18
GCA_000328475.2	Umaydis521_2.0	Mycosarcoma maydis	5270			521					Annotation submitted by Broad Institute	Chromosome	2015-02-18	AACP02	27
GCF_000328475.2	Umaydis521_2.0	Mycosarcoma maydis	5270			521					Annotation submitted by Broad Institute	Chromosome	2015-02-18	AACP02	27
GCA_000219625.1	MYCGR v2.0	Zymoseptoria tritici IPO323	336722			IPO323					Annotation submitted by DOE Joint Genome Institute	Chromosome	2011-07-06	ACPE01	21
GCF_000219625.1	MYCGR v2.0	Zymoseptoria tritici IPO323	336722			IPO323					Annotation submitted by DOE Joint Genome Institute	Chromosome	2011-07-06	ACPE01	21
GCA_001708105.1	ASM170810v1	Komagataella pastoris	4922			ATCC 28485					Annotation submitted by Massachusetts Institute of Technology	Chromosome	2016-08-12		11
GCA_000187245.3	Hansenula_2	Ogataea parapolymorpha DL-1	871575			DL-1					Annotation submitted by Centre	Chromosome	2013-12-20	AEOI02	7
GCF_000187245.1	Hansenula_2	Ogataea parapolymorpha DL-1	871575			DL-1					Annotation submitted by Centre	Chromosome	2013-12-20	AEOI02	7
GCA_022605425.2	FIOER33 v3	Hamiltosporidium tvaerminnensis	1176355						FI-OER-3-3		Annotation submitted by University of Basel	Chromosome	2023-08-22	JAKIMF02	17
GCA_000507465.4	ASM50746v4	Kwoniella mangroviensis CBS 8507	1296122			CBS 8507					Annotation submitted by Broad Institute	Chromosome	2024-03-14	ASQE02	4
GCF_000507465.2	ASM50746v4	Kwoniella mangroviensis CBS 8507	1296122			CBS 8507					Annotation submitted by Broad Institute	Chromosome	2024-03-14	ASQE02	4
GCA_039105145.1	ASM3910514v1	Kwoniella newhampshirensis	1651941			CBS 13917					Annotation submitted by Broad Institute	Chromosome	2024-05-09	JBCAWK01	17
GCF_039105145.1	ASM3910514v1	Kwoniella newhampshirensis	1651941			CBS 13917					Annotation submitted by Broad Institute	Chromosome	2024-05-09	JBCAWK01	17
GCA_900074725.1	LADA0	Lachancea dasiensis	1072105								Annotation submitted by INRA UMR 1319	Chromosome	2016-10-25	FJUP01	8
GCA_000236905.1	ASM23690v1	Tetrapisispora phaffii CBS 4417	1071381			type strain:CBS 4417					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2011-11-17		17
GCF_000236905.1	ASM23690v1	Tetrapisispora phaffii CBS 4417	1071381			type strain:CBS 4417					Annotation submitted by Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	Chromosome	2011-11-17		17
GCA_900074755.1	LANO0	Lachancea nothofagi CBS 11611	1266666								Annotation submitted by INRA UMR 1319	Chromosome	2016-10-25	FJUQ01	8
GCA_900074715.1	LAME0	Lachancea meyersii CBS 8951	1266667								Annotation submitted by INRA UMR 1319	Chromosome	2016-10-25	FJUM01	8
GCA_035222475.1	CBS411.78m_1.0	Podospora pseudopauciseta	2093780			CBS 411.78					Annotation submitted by Uppsala University	Chromosome	2024-01-12	JAFFHB01	10
GCF_035222475.1	CBS411.78m_1.0	Podospora pseudopauciseta	2093780			CBS 411.78					Annotation submitted by Uppsala University	Chromosome	2024-01-12	JAFFHB01	10
GCA_035222275.1	CBS112042p_1.0	Podospora bellae-mahoneyi	2093777			CBS 112042					Annotation submitted by Uppsala University	Chromosome	2024-01-12	JAFFGZ01	9
GCF_035222275.1	CBS112042p_1.0	Podospora bellae-mahoneyi	2093777			CBS 112042					Annotation submitted by Uppsala University	Chromosome	2024-01-12	JAFFGZ01	9
GCA_000002655.1	ASM265v1	Aspergillus fumigatus Af293	330879			Af293					Annotation submitted by J. Craig Venter Institute	Chromosome	2005-06-10	AAHF01	8
GCF_000002655.1	ASM265v1	Aspergillus fumigatus Af293	330879			Af293					Annotation submitted by J. Craig Venter Institute	Chromosome	2005-06-10	AAHF01	8
GCA_000182925.2	NC12	Neurospora crassa OR74A	367110			OR74A					Annotation submitted by Broad Institute	Chromosome	2013-10-25	AABX03	20
GCF_000182925.2	NC12	Neurospora crassa OR74A	367110			OR74A					Annotation submitted by Broad Institute	Chromosome	2013-10-25	AABX03	20
GCA_000240135.3	ASM24013v3	Fusarium graminearum PH-1	229533			PH-1; NRRL 31084					Annotation submitted by International Gibberella zeae Genomics Consortium	Chromosome	2008-11-21	AACM02	31
GCF_000240135.3	ASM24013v3	Fusarium graminearum PH-1	229533			PH-1; NRRL 31084					Annotation submitted by International Gibberella zeae Genomics Consortium	Chromosome	2008-11-21	AACM02	31
GCA_000002495.2	MG8	Pyricularia oryzae 70-15	242507			70-15					Annotation submitted by International Rice Blast Genome Consortium	Chromosome	2011-10-14	AACU03	53
GCF_000002495.2	MG8	Pyricularia oryzae 70-15	242507			70-15					Annotation submitted by International Rice Blast Genome Consortium	Chromosome	2011-10-14	AACU03	53
GCA_000184455.3	ASM18445v3	Aspergillus oryzae RIB40	510516			RIB40					Annotation submitted by National Institute of Technology and Evaluation (NITE), Japan	Chromosome	2011-06-24		11
GCF_000184455.2	ASM18445v3	Aspergillus oryzae RIB40	510516			RIB40					Annotation submitted by National Institute of Technology and Evaluation (NITE), Japan	Chromosome	2011-06-24		11
GCA_000149555.1	ASM14955v1	Fusarium verticillioides 7600	334819			7600					Annotation submitted by Syngenta Biotechnology, Inc.	Chromosome	2008-11-21	AAIM02	36
GCF_000149555.1	ASM14955v1	Fusarium verticillioides 7600	334819			7600					Annotation submitted by Syngenta Biotechnology, Inc.	Chromosome	2011-07-06	AAIM02	36
GCA_001723175.3	ASM172317v3	Penicillium oxalicum	69781			HP7-1					Annotation submitted by Guangxi University	Chromosome	2022-04-25	JRVD02	18
GCF_001723175.1	ASM172317v3	Penicillium oxalicum	69781			HP7-1					Annotation submitted by Guangxi University	Chromosome	2022-04-25	JRVD02	18
GCA_021901695.1	Pst134E36_v1_pri	Puccinia striiformis f. sp. tritici	168172			134E16A+17+33+					Annotation submitted by Australian National University	Chromosome	2022-02-03	JAIUNB01	184
GCF_021901695.1	Pst134E36_v1_pri	Puccinia striiformis f. sp. tritici	168172			134E16A+17+33+					Annotation submitted by Australian National University	Chromosome	2022-02-03	JAIUNB01	184
GCA_025999795.1	ASM2599979v1	Monascus purpureus	5098			KUPM5					Annotation submitted by The United Graduate School of Agricultural Sciences Kagoshima University	Chromosome	2022-10-06		10
